city,day,cases,deaths,incoming_flight_count,outgoing_flight_count
WASHINGTON,2020-03-31,495,9,210,166
WASHINGTON,2020-04-01,586,11,230,178
WASHINGTON,2020-04-02,653,12,178,158
WASHINGTON,2020-04-03,757,15,188,156
WASHINGTON,2020-04-04,902,21,142,137
WASHINGTON,2020-04-05,998,22,140,110
WASHINGTON,2020-04-06,1097,24,151,134
WASHINGTON,2020-04-07,1211,24,138,142
WASHINGTON,2020-04-08,1440,27,155,143
WASHINGTON,2020-04-09,1523,32,139,128
WASHINGTON,2020-04-10,1660,38,138,126
WASHINGTON,2020-04-11,1778,47,129,119
WASHINGTON,2020-04-12,1875,50,119,108
WASHINGTON,2020-04-13,1955,52,137,130
WASHINGTON,2020-04-14,2058,67,132,123
WASHINGTON,2020-04-15,2197,72,127,110
WASHINGTON,2020-04-16,2350,81,108,102
WASHINGTON,2020-04-17,2476,86,107,96
WASHINGTON,2020-04-18,2666,91,98,81
WASHINGTON,2020-04-19,2793,96,96,81
WASHINGTON,2020-04-20,2927,105,108,87
WASHINGTON,2020-04-21,3098,112,98,94
WASHINGTON,2020-04-22,3206,127,104,101
